 17859-sa        Tebo-ICT,  license #WeiChuang(CD)
EL7302        1.0070    3.3970  180.0  A1   (B)  'L125100-4P-4H24_B', 'L125100-4P-4H24_B'
EL7303        1.1390    3.2130  180.0  A1   (T)  'L125100-4P-4H24', 'L125100-4P-4H24'
EL7304        1.1390    3.2740  180.0  A1   (T)  'L125100-4P-4H24', 'L125100-4P-4H24'
EL7305        1.1570    3.0550  180.0  A1   (T)  'L125100-4P-4H24', 'L125100-4P-4H24'
EL7306        1.1570    3.1170  180.0  A1   (T)  'L125100-4P-4H24', 'L125100-4P-4H24'
ER5701        1.1710    2.3270  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
ER5702        1.1710    2.1910  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
ER5703        1.1710    2.1210  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
ER5704        1.1710    2.2570  180.0  A1   (B)  'R402H16_B', 'R402H16_B'
ER7201        3.2240    3.6740  270.0  A1   (B)  'R805H24_B', 'R805H24_B'
ER7202        3.2240    3.7490  270.0  A1   (B)  'R805H24_B', 'R805H24_B'
F5503         2.1740    3.6610  270.0  A1   (T)  'POLYSW-4633-UH43', 'POLYSW-4633-UH43'
F5504         2.5430    3.5530    0.0  A1   (T)  'POLYSW-2114H30', 'POLYSW-2114H30'
F5701         1.1230    2.6400  270.0  A1   (B)  'POLYSW-2114H30_B', 'POLYSW-2114H30_B'
F6502         4.4320    0.4560  180.0  A1   (B)  'POLYSW-2114H30_B', 'POLYSW-2114H30_B'
FAN1          9.1127    2.4213   90.0  A1   (B)  '50224-0040N-001', '50224-0040N-001'
FC1102        4.3342    1.6783    0.0  A1   (T)  'C402H22', 'C402H22'
FC1103        4.3032    1.6783    0.0  A1   (T)  'C402H22', 'C402H22'
FC1801        5.2040    1.9640  180.0  A1   (T)  'C402H22', 'C402H22'
FC6101        9.1750    2.1450  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
FC8901        8.7660    1.6100  180.0  A1   (T)  'C402H22', 'C402H22'
FC8902        2.6740    1.1840    0.0  A1   (T)  'C402H22', 'C402H22'
FC8903        7.7500    1.4800  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
FC8904        7.7620    1.5810   90.0  A1   (T)  'C402H22', 'C402H22'
FC8905        8.7720    1.0060  270.0  A1   (T)  'C402H22', 'C402H22'
FC8906        2.6100    2.4150  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
FC8907        8.7230    1.6540  270.0  A1   (T)  'C402H22', 'C402H22'
FC8908        8.7230    1.6840  270.0  A1   (T)  'C402H22', 'C402H22'
FC8909        1.9620    0.1800  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
FC8910        3.1260    3.8580    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
FC8911        6.6300    2.0400   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
FC8912        5.3880    3.6340  180.0  A1   (T)  'C402H22', 'C402H22'
FC8913        5.4180    3.6340  180.0  A1   (T)  'C402H22', 'C402H22'
FC8914        5.0260    3.9930   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
FC8915        6.3790    2.0540  270.0  A1   (T)  'C402H22', 'C402H22'
FC8916        5.8600    0.3000    0.0  A1   (T)  'C402H22', 'C402H22'
FC8917        2.2930    2.1760    0.0  A1   (T)  'C402H22', 'C402H22'
FC8918        2.3910    3.5570   90.0  A1   (T)  'C402H22', 'C402H22'
FC8919        5.8320    3.5850   90.0  A1   (T)  'C402H22', 'C402H22'
FC8920        7.0690    2.7020  180.0  A1   (T)  'C402H22', 'C402H22'
FC8921        2.4110    2.2640    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
FC8922        2.3407    2.9283  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
FC8923        5.4190    3.6240    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
FC8924        5.6490    4.1250    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
FC8925        5.8070    4.1070   90.0  A1   (T)  'C402H22', 'C402H22'
FC8926        7.5090    2.2340   90.0  A1   (T)  'C402H22', 'C402H22'
FC8927        8.1610    1.5700  180.0  A1   (T)  'C402H22', 'C402H22'
FC8928        2.8860    0.3820  180.0  A1   (T)  'C402H22', 'C402H22'
FC8929        6.5380    0.5030  180.0  A1   (T)  'C402H22', 'C402H22'
FC8930        5.5100    0.5010   90.0  A1   (T)  'C402H22', 'C402H22'
FSW1          3.3570    4.0384    0.0  A1   (B)  'MSS3-Q-T-R', 'MSS3-Q-T-R'
G1801         5.5380    1.6910    0.0  A1   (T)  'CON2O-U', 'CON2O-U'
G6401         9.1310    1.6990  180.0  A1   (T)  'CON2O-U', 'CON2O-U'
G6402         9.1910    1.6990  180.0  A1   (T)  'CON2O-U', 'CON2O-U'
GPU1          7.7709    3.2087  315.0  A1   (B)  'BGA595M23H83', 'BGA595M23H83'
HDD1          7.9488    0.3381  180.0  A1   (B)  'FFSKL05007N12B', 'FFSKL05007N12B'
HDMI1         0.7923    2.5433  270.0  A1   (B)  'SKT-HDMI23-188139-4', 'SKT-HDMI23-188139-4'
IOBD1         9.1579    1.5748   90.0  A1   (B)  '300E40-1010RA-G3', '300E40-1010RA-G3'
KB1           3.4409    0.2018  180.0  A1   (B)  '196528-30041-3', '196528-30041-3'
KB_BL1        4.3780    0.2224  180.0  A1   (B)  '50698-00401-W01-U', '50698-00401-W01-U'
LCD1          2.4055    3.5665    0.0  A1   (B)  '300E40-1010RA-G3', '300E40-1010RA-G3'
LED1          0.6033    3.7598   90.0  A1   (T)  'LED3020-3P-6H44', 'LED3020-3P-6H44'
PG4401        6.5110    0.3790    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4402        6.5110    0.3430    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4405        5.7790    0.1830    0.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4406        5.7810    0.1130    0.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4408        6.7890    0.1700    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4501        2.8010    0.1750  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4502        2.8009    0.1740  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4503        2.8009    0.2041  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4504        2.8010    0.2050  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4505        2.8009    0.2341  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4506        2.8010    0.2350  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4507        2.0515    0.1811  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4508        2.0515    0.2111  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4509        2.0515    0.0911  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4510        2.0515    0.1211  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4511        2.0515    0.0610  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4512        2.0515    0.1511  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4513        2.0516    0.0010  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4514        2.0515    0.0310  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4515        8.3200    1.5580   90.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4516        8.3795    1.5582   90.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4517        8.3495    1.5582   90.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4518        8.2895    1.5582   90.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4519        7.7623    1.7350  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4520        7.7623    1.7650  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4521        7.7623    1.6750  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4522        7.7623    1.6150  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4523        7.7623    1.7050  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4524        7.7623    1.6450  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4527        2.0700    0.0150    0.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4528        2.6150    0.0500    0.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4529        2.8140   -0.0040  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4530        7.8150    1.7770  270.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4531        8.4050    1.8150  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4532        8.1620    1.8980   90.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4533        2.7530    0.2720  270.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4534        2.7230    0.2720  270.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG4707        2.9000    2.3550  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4708        2.9850    2.3550    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4808        2.9016    2.7419  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4809        2.9916    2.7419    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4813        2.8991    3.1037  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG4815        2.9888    3.1042    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5001        4.4900    3.8360    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5002        3.9452    3.7343  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5003        3.9452    3.7643  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5011        4.4030    3.8360  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5101        2.5150    0.3990  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5102        2.5150    0.4290  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5103        2.5150    0.4660  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5106        2.0450    0.4914  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5107        2.0450    0.3714  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5108        2.0450    0.4014  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5109        2.0450    0.4314  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5110        2.5740    0.5710  270.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5111        2.0450    0.5214  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5113        2.0750    0.3450   90.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5115        2.0450    0.4614  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5116        2.6110    0.5710  270.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5120        2.7730    0.5440  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5121        2.7730    0.5080  180.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5201        6.5166    2.0700   90.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5204        6.5466    2.0790  270.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5206        6.4566    2.0700   90.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5207        6.5466    2.0700   90.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5208        6.5166    2.0790  270.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5209        6.4566    2.0790  270.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5210        6.7366    2.6263  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5211        6.4866    2.0790  270.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5212        6.7366    2.5963  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5213        6.4266    2.0790  270.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5214        6.7366    2.6563  180.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5215        6.4266    2.0700   90.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5216        6.4866    2.0700   90.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5223        6.5950    2.0800  180.0  A1   (B)  'GAP-CLOSE-PWR', 'GAP-CLOSE-PWR'
PG5405        3.8000    0.5030   90.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5406        3.8300    0.5030   90.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5407        3.8600    0.5030   90.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG5408        2.8960    0.4930  270.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG5409        2.9260    0.4930  270.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG8605        6.2240    3.1000  270.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG8606        6.1940    3.1000  270.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG8607        6.6220    3.2510    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG8608        6.6220    3.2210    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG8609        8.0310    1.9360    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG8610        8.0310    1.9960    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG8611        8.0310    1.9660    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG8612        8.0310    1.9060    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG8613        8.0080    2.1300   90.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG8614        7.5380    1.9730    0.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG8615        7.5380    1.9430    0.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG8616        7.5380    1.9130    0.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG8617        7.5380    1.8830    0.0  A1   (T)  'GAP-CLOSE-PWR-3', 'GAP-CLOSE-PWR-3'
PG8618        8.0310    2.1160    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG8619        8.0310    2.0260    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG8620        8.0310    2.0560    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PG8621        8.0310    2.0860    0.0  A1   (B)  'GAP-CLOSE-PWR-3_B', 'GAP-CLOSE-PWR-3_B'
PT4701        3.2100    2.4486    0.0  A1   (B)  'CT7343H83', 'CT7343H83'
PT4702        2.4400    2.1200  270.0  A1   (B)  'CT7343H79', 'CT7343H79'
PT4801        3.2110    2.7736  180.0  A1   (B)  'CT7343H83', 'CT7343H83'
PT4803        3.2110    3.0926    0.0  A1   (B)  'CT7343H83', 'CT7343H83'
PT4805        2.4930    3.1041  270.0  A1   (B)  'CT7343H79', 'CT7343H79'
PT8501        6.3550    3.9800   90.0  A1   (B)  'CT7343H83', 'CT7343H83'
PT8502        6.3550    3.7820   90.0  A1   (B)  'CT7343H83', 'CT7343H83'
PT8503        6.3550    3.5920   90.0  A1   (B)  'CT7343H83', 'CT7343H83'
RTC1          8.6161    0.2456  180.0  A1   (B)  '50224-0020N-W02', '50224-0020N-W02'
SBD1          3.7658    3.9585    0.0  A1   (B)  'A0800WR-S-10PNLNG1GS4R', 'A0800WR-S-10PNLNG1GS4R'
SKT251        7.8788    1.2330   90.0  A1   (B)  'G6179HT0321-001', 'G6179HT0321-001'
SPK1          1.2598    0.1747  180.0  A1   (B)  '50224-0040N-001', '50224-0040N-001'
SSD1          8.9094    0.4016  270.0  A1   (B)  'APCI0079-P002A', 'APCI0079-P002A'
THM261        7.0921    4.0630   90.0  A1   (B)  'MSOP8-1H44', 'MSOP8-1H44'
TPAD1         7.4803    0.4213  180.0  A1   (B)  '196574-08021-3', '196574-08021-3'
USB1          0.7002    3.3858  270.0  A1   (B)  'SKT-USB34-124103-U1', 'SKT-USB34-124103-U1'
USB3          0.8500    0.8720  270.0  A1   (B)  'SKT-USB13-160146-2', 'SKT-USB13-160146-2'
USB4          0.8500    1.6595  270.0  A1   (B)  'SKT-USB13-160146-2', 'SKT-USB13-160146-2'
VRAM1         8.8091    2.7953   90.0  A1   (B)  'BGA170D1214H48', 'BGA170D1214H48'
VRAM4         8.8091    3.6221  270.0  A1   (B)  'BGA170D1214H48', 'BGA170D1214H48'
WLAN1         8.5728    2.1457    0.0  A1   (B)  'NFSE0-S6701-TPH4', 'NFSE0-S6701-TPH4'
X1801         6.0580    2.9880  180.0  A1   (B)  'S-OSC3-2016H28', 'S-OSC3-2016H28'
X1802         4.9420    1.9010   90.0  A1   (T)  'SMD49-12H34', 'SMD49-12H34'
X2401         2.2966    1.1286   90.0  A1   (T)  'SMD49-12H36', 'SMD49-12H36'
X7901         7.7950    2.3050  180.0  A1   (B)  'OSC-3225-4P-4H30', 'OSC-3225-4P-4H30'
AFTP2501      8.6860    0.1930    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP2502      8.6640    0.2950    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP2601      9.0500    2.4080    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP2602      9.1290    2.3890    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP2603      9.0500    2.4950    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP2604      9.1710    2.2300    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP2901      1.2710    0.2660   90.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP2902      1.1960    0.2540   90.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP2903      1.3530    0.3090    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP2904      1.3650    0.2320    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP3501      1.1140    1.0210  180.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP3504      1.1400    1.7800  180.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP3505      1.2110    1.6130   90.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP3506      1.1390    1.5900   90.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4301      1.5590    3.4960    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4302      1.5300    3.5690    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4303      1.7980    3.5910    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4304      1.6190    3.6520   90.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4305      1.6460    3.5770    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4306      5.3750    0.3450    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4307      4.7890    0.3540    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4308      4.8260    0.2760    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4309      4.9590    0.4290    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4310      5.0340    0.4290    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4311      5.1100    0.4310    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4312      5.1950    0.3850    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4313      5.2640    0.4280    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4314      5.3420    0.4280    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4315      4.8835    0.4300    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP4316      1.7200    3.6030    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6001      7.8790    0.4720  270.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6101      8.9780    1.9490    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6105      8.2830    2.2010    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6106      8.3280    2.0480  180.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6107      8.4080    2.0540  180.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6108      8.5900    2.1600  180.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6109      8.8280    2.2780    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6110      8.8940    2.3140    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6301      9.1720    0.2410   90.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6303      8.7600    0.0500   90.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6304      9.1070    0.6950   90.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6502      3.2890    0.1550    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6503      3.7670    0.3220    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6505      3.5210    0.1550    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6506      3.8280    0.1460  180.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6507      3.2670    0.2300    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6508      3.6420    0.2480    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6510      3.5950    0.3250    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6511      3.0490    0.2530    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6512      3.4180    0.2290    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6513      3.1920    0.2320    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6515      3.6770    0.1430    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6516      3.7520    0.1450    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6517      3.5020    0.3090    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6518      3.4930    0.2300    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6519      2.9740    0.2520    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6520      3.6000    0.1460    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6521      3.1360    0.1560    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6522      3.3420    0.2280  180.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6523      3.0650    0.1780    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6524      7.5900    0.4820  180.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6525      7.5010    0.5010    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6526      7.5280    0.4300    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6527      7.4520    0.4420    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6528      7.3990    0.3850    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6529      7.6340    0.1020    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6530      7.6100    0.4060    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6531      3.9140    0.0640  180.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6532      3.8010    0.2370  180.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6533      3.1160    0.2340    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6534      3.4450    0.1520    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6535      3.7260    0.2440  180.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6536      3.3660    0.1550    0.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
AFTP6537      2.8960    0.0560  180.0  A1   (T)  'AFTE14P-75', 'AFTE14P-75'
